id,event_type,account_id,inbox_id,user_id,conversation_id,created_at,updated_at,instance
1669684,conversation_assignment_changed,5,118,13,101700,2025-01-08 02:16:13.000,2025-01-08 02:16:13.000,2
1672366,conversation_resolved,1,117,1,102661,2025-04-04 12:34:52.000,2025-04-04 12:34:52.000,1
1667926,conversation_created,5,6,1,101057,2025-02-08 18:19:18.000,2025-02-08 18:19:18.000,2
1676163,conversation_created,1,6,1,104048,2025-01-28 15:03:58.000,2025-01-28 15:03:58.000,1
1672294,conversation_resolved,2,117,14,102636,2025-04-12 06:44:54.000,2025-04-12 06:44:54.000,1
1666573,conversation_assignment_changed,1,118,13,100561,2025-04-14 19:10:11.000,2025-04-14 19:10:11.000,2
1668804,conversation_resolved,2,2,1,101374,2025-05-28 13:13:27.000,2025-05-28 13:13:27.000,1
1675648,conversation_resolved,2,2,1,103868,2025-04-08 23:44:09.000,2025-04-08 23:44:09.000,1
1665428,conversation_created,1,118,1,100152,2025-05-04 04:03:33.000,2025-05-04 04:03:33.000,1
1666992,conversation_created,5,118,1,100711,2025-05-30 08:28:31.000,2025-05-30 08:28:31.000,2
1677333,conversation_resolved,1,6,1,104484,2025-02-14 20:57:31.000,2025-02-14 20:57:31.000,2
1676520,conversation_resolved,1,6,1,104179,2025-01-01 20:47:51.000,2025-01-01 20:47:51.000,1
1670285,conversation_created,1,118,1,101914,2025-05-21 16:53:26.000,2025-05-21 16:53:26.000,3
1672923,conversation_assignment_changed,5,118,15,102869,2025-04-20 12:58:15.000,2025-04-20 12:58:15.000,2
1673178,conversation_assignment_changed,5,117,13,102962,2025-03-24 11:17:43.000,2025-03-24 11:17:43.000,2
1675595,conversation_created,1,117,1,103852,2025-03-04 22:56:40.000,2025-03-04 22:56:40.000,1
1665264,conversation_resolved,2,6,12,100096,2025-02-23 02:50:53.000,2025-02-23 02:50:53.000,1
1667990,conversation_resolved,1,117,11,101080,2025-04-25 01:24:23.000,2025-04-25 01:24:23.000,2
1669298,conversation_opened,1,2,10,101553,2025-05-18 22:45:14.000,2025-05-18 22:45:14.000,1
1665590,conversation_created,1,2,1,100207,2025-01-04 02:18:46.000,2025-01-04 02:18:46.000,2
1674328,conversation_created,5,117,1,103398,2025-01-23 21:17:36.000,2025-01-23 21:17:36.000,2
1670207,conversation_resolved,1,118,11,101882,2025-05-11 14:56:51.000,2025-05-11 14:56:51.000,2
1666531,conversation_created,5,117,1,100544,2025-03-16 22:01:58.000,2025-03-16 22:01:58.000,2
1666920,conversation_resolved,1,118,1,100689,2025-01-11 04:10:24.000,2025-01-11 04:10:24.000,3
1670704,conversation_resolved,1,6,13,102058,2025-05-10 14:13:08.000,2025-05-10 14:13:08.000,3
1666782,conversation_created,1,117,1,100638,2025-03-20 09:07:03.000,2025-03-20 09:07:03.000,3
1677586,conversation_resolved,1,6,11,104579,2025-05-11 12:31:34.000,2025-05-11 12:31:34.000,1
1670183,conversation_resolved,2,118,15,101877,2025-02-04 20:24:35.000,2025-02-04 20:24:35.000,1
1678330,conversation_resolved,2,6,12,104846,2025-05-19 04:25:29.000,2025-05-19 04:25:29.000,1
1670451,conversation_created,1,6,1,101966,2025-01-03 22:56:27.000,2025-01-03 22:56:27.000,1
1675462,conversation_resolved,1,117,1,103798,2025-03-28 10:23:36.000,2025-03-28 10:23:36.000,1
1665588,conversation_resolved,1,2,13,100205,2025-06-03 14:27:12.000,2025-06-03 14:27:12.000,1
1675713,conversation_created,1,117,1,103892,2025-04-25 08:19:37.000,2025-04-25 08:19:37.000,2
1672208,conversation_resolved,1,6,10,102602,2025-03-07 13:55:31.000,2025-03-07 13:55:31.000,2
1669683,conversation_opened,5,118,13,101700,2025-01-08 00:35:13.000,2025-01-08 00:35:13.000,2
1666039,conversation_created,1,6,1,100369,2025-03-26 14:08:13.000,2025-03-26 14:08:13.000,3
1670436,conversation_assignment_changed,1,2,14,101961,2025-05-12 20:08:41.000,2025-05-12 20:08:41.000,2
1674719,conversation_created,1,117,1,103539,2025-05-23 19:58:51.000,2025-05-23 19:58:51.000,3
1668621,conversation_resolved,1,117,13,101304,2025-01-13 16:15:53.000,2025-01-13 16:15:53.000,1
1665182,conversation_created,5,2,1,100071,2025-05-26 17:26:24.000,2025-05-26 17:26:24.000,2
1677153,conversation_resolved,1,2,1,104413,2025-05-13 00:13:25.000,2025-05-13 00:13:25.000,1
1670695,conversation_resolved,2,117,1,102055,2025-01-10 05:54:57.000,2025-01-10 05:54:57.000,1
1671865,conversation_resolved,5,6,10,102473,2025-05-20 02:50:58.000,2025-05-20 02:50:58.000,2
1670303,conversation_assignment_changed,1,2,14,101919,2025-03-04 22:29:33.000,2025-03-04 22:29:33.000,2
1677642,conversation_created,1,2,1,104603,2025-05-03 06:22:41.000,2025-05-03 06:22:41.000,1
1677231,conversation_created,1,6,1,104443,2025-01-18 09:41:59.000,2025-01-18 09:41:59.000,1
1668962,conversation_assignment_changed,5,2,15,101429,2025-03-29 15:11:14.000,2025-03-29 15:11:14.000,2
1667119,conversation_resolved,1,6,1,100756,2025-05-11 22:06:00.000,2025-05-11 22:06:00.000,1
1669759,conversation_assignment_changed,1,2,11,101724,2025-05-07 18:01:56.000,2025-05-07 18:01:56.000,3
1673763,conversation_resolved,2,117,1,103177,2025-02-09 03:44:50.000,2025-02-09 03:44:50.000,1
1673073,conversation_created,1,117,1,102921,2025-02-20 07:17:13.000,2025-02-20 07:17:13.000,2
1669876,conversation_resolved,1,2,1,101767,2025-03-08 11:57:06.000,2025-03-08 11:57:06.000,1
1670603,conversation_resolved,1,2,1,102019,2025-04-11 18:14:52.000,2025-04-11 18:14:52.000,2
1665016,conversation_created,1,117,1,100006,2025-05-20 23:08:57.000,2025-05-20 23:08:57.000,1
1677653,conversation_created,1,6,1,104609,2025-03-10 02:38:24.000,2025-03-10 02:38:24.000,2
1676582,conversation_resolved,1,118,14,104203,2025-03-11 06:16:26.000,2025-03-11 06:16:26.000,2
1672748,conversation_resolved,1,6,1,102805,2025-04-13 04:45:32.000,2025-04-13 04:45:32.000,1
1676680,conversation_created,2,117,1,104243,2025-04-21 13:46:16.000,2025-04-21 13:46:16.000,1
1667127,conversation_created,1,117,1,100761,2025-04-21 09:09:11.000,2025-04-21 09:09:11.000,3
1673182,conversation_resolved,1,118,15,102963,2025-04-15 01:59:22.000,2025-04-15 01:59:22.000,3
1667317,conversation_created,1,6,1,100827,2025-01-30 05:58:44.000,2025-01-30 05:58:44.000,3
1667216,conversation_created,5,118,1,100793,2025-02-23 11:46:40.000,2025-02-23 11:46:40.000,2
1678443,conversation_resolved,5,117,15,104882,2025-05-01 09:48:26.000,2025-05-01 09:48:26.000,2
1675168,conversation_assignment_changed,1,6,13,103700,2025-01-27 00:01:47.000,2025-01-27 00:01:47.000,3
1666058,conversation_resolved,1,2,1,100376,2025-03-25 19:37:16.000,2025-03-25 19:37:16.000,2
1678125,conversation_resolved,1,2,15,104774,2025-02-25 19:13:46.000,2025-02-25 19:13:46.000,2
1669014,conversation_resolved,2,2,15,101448,2025-02-02 03:36:13.000,2025-02-02 03:36:13.000,1
1669739,conversation_resolved,5,117,11,101718,2025-06-01 00:13:39.000,2025-06-01 00:13:39.000,2
1669564,conversation_resolved,2,2,1,101651,2025-05-15 06:14:52.000,2025-05-15 06:14:52.000,1
1675748,conversation_assignment_changed,1,118,15,103905,2025-01-23 20:14:09.000,2025-01-23 20:14:09.000,1
1666510,conversation_opened,5,6,10,100538,2025-02-26 02:26:40.000,2025-02-26 02:26:40.000,2
1678629,conversation_created,5,2,1,104955,2025-05-23 12:32:24.000,2025-05-23 12:32:24.000,2
1672058,conversation_created,1,118,1,102547,2025-04-04 12:10:52.000,2025-04-04 12:10:52.000,2
1674411,conversation_resolved,5,118,1,103429,2025-03-19 20:37:47.000,2025-03-19 20:37:47.000,2
1666633,conversation_resolved,5,2,1,100587,2025-04-18 08:34:14.000,2025-04-18 08:34:14.000,2
1667660,conversation_created,1,6,1,100959,2025-04-04 04:29:34.000,2025-04-04 04:29:34.000,2
1674091,conversation_assignment_changed,5,2,14,103304,2025-05-15 22:49:29.000,2025-05-15 22:49:29.000,2
1671622,conversation_created,5,117,1,102389,2025-01-13 12:17:35.000,2025-01-13 12:17:35.000,2
1675355,conversation_resolved,2,6,12,103764,2025-03-02 02:37:36.000,2025-03-02 02:37:36.000,1
1667178,conversation_resolved,1,118,1,100779,2025-03-03 19:01:25.000,2025-03-03 19:01:25.000,2
1673943,conversation_created,5,118,1,103249,2025-05-26 05:07:35.000,2025-05-26 05:07:35.000,2
1672793,conversation_opened,2,117,11,102821,2025-04-07 00:27:28.000,2025-04-07 00:27:28.000,1
1676857,conversation_resolved,1,6,12,104302,2025-03-13 16:45:31.000,2025-03-13 16:45:31.000,3
1675139,conversation_created,1,118,1,103690,2025-02-02 07:49:30.000,2025-02-02 07:49:30.000,1
1666298,conversation_opened,1,118,13,100462,2025-04-03 09:51:59.000,2025-04-03 09:51:59.000,2
1670508,conversation_resolved,2,6,12,101981,2025-05-06 11:37:04.000,2025-05-06 11:37:04.000,1
1667244,conversation_assignment_changed,2,117,,100805,2025-03-17 04:44:07.000,2025-03-17 04:44:07.000,1
1674397,conversation_resolved,5,117,1,103423,2025-01-23 17:39:11.000,2025-01-23 17:39:11.000,2
1669802,conversation_created,1,6,1,101739,2025-04-25 23:13:58.000,2025-04-25 23:13:58.000,2
1667342,conversation_assignment_changed,5,6,12,100836,2025-05-25 16:51:01.000,2025-05-25 16:51:01.000,2
1665598,conversation_created,1,6,1,100210,2025-04-05 00:00:58.000,2025-04-05 00:00:58.000,1
1677139,conversation_resolved,1,118,1,104406,2025-03-07 20:30:07.000,2025-03-07 20:30:07.000,1
1665289,conversation_assignment_changed,1,118,,100107,2025-04-29 00:03:13.000,2025-04-29 00:03:13.000,2
1670339,conversation_resolved,2,118,1,101931,2025-05-20 22:06:03.000,2025-05-20 22:06:03.000,1
1665648,conversation_assignment_changed,5,6,,100230,2025-04-28 01:57:15.000,2025-04-28 01:57:15.000,2
1678530,conversation_created,1,117,1,104918,2025-01-16 05:14:35.000,2025-01-16 05:14:35.000,1
1667363,conversation_resolved,2,117,1,100845,2025-03-27 17:36:51.000,2025-03-27 17:36:51.000,1
1668809,conversation_assignment_changed,2,2,,101376,2025-02-19 05:37:33.000,2025-02-19 05:37:33.000,1
1671619,conversation_assignment_changed,1,2,,102388,2025-02-09 02:12:02.000,2025-02-09 02:12:02.000,2
1667447,conversation_assignment_changed,2,117,12,100880,2025-04-25 13:58:15.000,2025-04-25 13:58:15.000,1
1671420,conversation_resolved,5,117,1,102319,2025-04-21 15:32:05.000,2025-04-21 15:32:05.000,2
1676879,conversation_assignment_changed,1,117,10,104311,2025-04-06 13:32:07.000,2025-04-06 13:32:07.000,2
1674036,conversation_resolved,1,6,1,103287,2025-05-18 06:05:05.000,2025-05-18 06:05:05.000,1
1670478,conversation_resolved,1,2,14,101972,2025-05-23 21:14:21.000,2025-05-23 21:14:21.000,2
1665798,conversation_resolved,2,6,10,100286,2025-05-31 22:31:25.000,2025-05-31 22:31:25.000,1
1671750,conversation_created,1,6,1,102434,2025-02-02 08:44:28.000,2025-02-02 08:44:28.000,1
1668411,conversation_created,1,6,1,101231,2025-04-10 15:15:26.000,2025-04-10 15:15:26.000,2
1672909,conversation_created,1,2,1,102865,2025-04-13 02:07:44.000,2025-04-13 02:07:44.000,3
1667696,conversation_resolved,1,118,1,100974,2025-02-08 08:50:48.000,2025-02-08 08:50:48.000,2
1666225,conversation_assignment_changed,2,118,12,100440,2025-05-06 04:43:34.000,2025-05-06 04:43:34.000,1
1675447,conversation_created,5,2,1,103795,2025-04-19 19:33:59.000,2025-04-19 19:33:59.000,2
1667972,conversation_assignment_changed,1,117,10,101075,2025-01-07 19:21:25.000,2025-01-07 19:21:25.000,1
1674215,conversation_created,1,6,1,103353,2025-04-30 01:05:52.000,2025-04-30 01:05:52.000,1
1676172,conversation_resolved,5,6,1,104051,2025-02-18 04:05:56.000,2025-02-18 04:05:56.000,2
1674969,conversation_resolved,1,117,10,103627,2025-03-31 23:26:29.000,2025-03-31 23:26:29.000,3
1672900,conversation_created,2,117,1,102860,2025-03-30 16:28:04.000,2025-03-30 16:28:04.000,1
1672121,conversation_resolved,5,118,13,102570,2025-04-09 09:09:52.000,2025-04-09 09:09:52.000,2
1672698,conversation_created,1,117,1,102788,2025-02-18 17:57:36.000,2025-02-18 17:57:36.000,1
1673788,conversation_created,5,2,1,103188,2025-01-10 07:24:50.000,2025-01-10 07:24:50.000,2
1668619,conversation_created,1,117,1,101304,2025-01-13 09:35:19.000,2025-01-13 09:35:19.000,1
1674098,conversation_assignment_changed,1,6,,103307,2025-05-24 18:48:18.000,2025-05-24 18:48:18.000,2
1667245,conversation_assignment_changed,2,117,12,100805,2025-03-17 06:22:07.000,2025-03-17 06:22:07.000,1
1668587,conversation_created,5,2,1,101293,2025-01-30 02:30:55.000,2025-01-30 02:30:55.000,2
1667268,conversation_resolved,2,117,1,100813,2025-04-17 20:02:42.000,2025-04-17 20:02:42.000,1
1671738,conversation_resolved,5,2,1,102428,2025-05-30 18:48:52.000,2025-05-30 18:48:52.000,2
1666940,conversation_assignment_changed,2,118,12,100698,2025-05-07 21:07:20.000,2025-05-07 21:07:20.000,1
1670079,conversation_created,1,2,1,101837,2025-05-09 11:17:11.000,2025-05-09 11:17:11.000,1
1678689,conversation_assignment_changed,5,2,,104976,2025-05-20 21:33:21.000,2025-05-20 21:33:21.000,2
1672522,conversation_created,5,6,1,102720,2025-01-17 21:21:17.000,2025-01-17 21:21:17.000,2
1676255,conversation_resolved,1,2,13,104083,2025-04-21 09:54:10.000,2025-04-21 09:54:10.000,2
1666997,conversation_created,2,117,1,100712,2025-01-25 02:05:13.000,2025-01-25 02:05:13.000,1
1676701,conversation_created,1,2,1,104250,2025-05-26 09:23:02.000,2025-05-26 09:23:02.000,3
1665448,conversation_opened,5,6,10,100157,2025-05-12 10:20:42.000,2025-05-12 10:20:42.000,2
1676041,conversation_created,1,118,1,104008,2025-01-06 13:35:44.000,2025-01-06 13:35:44.000,2
1673081,conversation_resolved,1,118,13,102924,2025-04-28 05:20:13.000,2025-04-28 05:20:13.000,2
1665062,conversation_resolved,2,2,1,100019,2025-02-18 00:46:33.000,2025-02-18 00:46:33.000,1
1671246,conversation_resolved,2,2,1,102262,2025-01-30 16:25:01.000,2025-01-30 16:25:01.000,1
1665774,conversation_assignment_changed,5,118,10,100279,2025-05-03 06:59:04.000,2025-05-03 06:59:04.000,2
1670583,conversation_resolved,1,2,1,102011,2025-04-08 04:53:14.000,2025-04-08 04:53:14.000,3
1671610,conversation_created,5,117,1,102386,2025-05-31 20:31:17.000,2025-05-31 20:31:17.000,2
1668726,conversation_resolved,2,2,11,101341,2025-04-28 06:16:02.000,2025-04-28 06:16:02.000,1
1668778,conversation_resolved,5,118,1,101363,2025-04-02 20:32:49.000,2025-04-02 20:32:49.000,2
1676449,conversation_resolved,2,6,1,104154,2025-02-11 23:07:02.000,2025-02-11 23:07:02.000,1
1667619,conversation_created,5,2,1,100944,2025-04-12 03:26:34.000,2025-04-12 03:26:34.000,2
1673517,conversation_created,1,117,1,103093,2025-04-03 18:28:51.000,2025-04-03 18:28:51.000,2
1666619,conversation_created,1,6,1,100582,2025-04-06 02:22:32.000,2025-04-06 02:22:32.000,2
1666529,conversation_assignment_changed,1,6,14,100543,2025-05-06 18:01:19.000,2025-05-06 18:01:19.000,3
1678068,conversation_created,5,2,1,104753,2025-04-27 22:44:38.000,2025-04-27 22:44:38.000,2
1669491,conversation_resolved,1,2,10,101623,2025-01-11 12:53:20.000,2025-01-11 12:53:20.000,1
1675545,conversation_resolved,1,117,1,103829,2025-03-27 08:58:31.000,2025-03-27 08:58:31.000,3
1671218,conversation_assignment_changed,1,118,12,102253,2025-03-10 22:41:05.000,2025-03-10 22:41:05.000,1
1669523,conversation_created,2,117,1,101635,2025-05-19 15:42:40.000,2025-05-19 15:42:40.000,1
1670959,conversation_resolved,1,118,10,102149,2025-01-09 09:09:56.000,2025-01-09 09:09:56.000,3
1669295,conversation_resolved,5,117,14,101552,2025-01-09 14:18:00.000,2025-01-09 14:18:00.000,2
1675232,conversation_created,1,6,1,103723,2025-04-20 04:14:43.000,2025-04-20 04:14:43.000,3
1675674,conversation_resolved,1,117,15,103879,2025-05-16 20:41:29.000,2025-05-16 20:41:29.000,1
1674400,conversation_assignment_changed,2,117,15,103424,2025-04-11 15:41:22.000,2025-04-11 15:41:22.000,1
1667597,conversation_created,1,117,1,100936,2025-05-14 09:30:42.000,2025-05-14 09:30:42.000,1
1668972,conversation_resolved,5,2,1,101432,2025-02-15 22:36:15.000,2025-02-15 22:36:15.000,2
1667940,conversation_created,1,2,1,101064,2025-04-12 22:07:36.000,2025-04-12 22:07:36.000,1
1670218,conversation_created,1,117,1,101886,2025-05-09 00:53:44.000,2025-05-09 00:53:44.000,2
1671674,conversation_resolved,1,6,1,102402,2025-05-01 18:10:26.000,2025-05-01 18:10:26.000,3
1671666,conversation_opened,5,118,12,102400,2025-03-31 22:22:42.000,2025-03-31 22:22:42.000,2
1669046,conversation_created,1,6,1,101458,2025-03-18 10:26:27.000,2025-03-18 10:26:27.000,1
1666374,conversation_resolved,2,117,12,100491,2025-05-27 07:38:05.000,2025-05-27 07:38:05.000,1
1671429,conversation_created,1,6,1,102323,2025-03-04 19:53:33.000,2025-03-04 19:53:33.000,2
1673174,conversation_created,1,6,1,102960,2025-04-18 11:54:03.000,2025-04-18 11:54:03.000,3
1668229,conversation_assignment_changed,1,117,,101166,2025-05-28 06:14:57.000,2025-05-28 06:14:57.000,1
1665222,conversation_resolved,2,118,10,100082,2025-02-10 01:46:08.000,2025-02-10 01:46:08.000,1
1671362,conversation_resolved,1,2,13,102295,2025-06-06 23:46:05.000,2025-06-06 23:46:05.000,2
1670913,conversation_resolved,2,117,1,102132,2025-01-14 15:46:26.000,2025-01-14 15:46:26.000,1
1672973,conversation_resolved,1,2,1,102887,2025-05-31 14:22:00.000,2025-05-31 14:22:00.000,3
1665200,conversation_assignment_changed,5,2,15,100077,2025-05-20 14:02:30.000,2025-05-20 14:02:30.000,2
1668603,conversation_assignment_changed,1,2,,101297,2025-05-15 02:39:14.000,2025-05-15 02:39:14.000,3
1675793,conversation_resolved,1,118,1,103923,2025-04-29 15:19:39.000,2025-04-29 15:19:39.000,1
1665110,conversation_resolved,1,6,10,100038,2025-05-10 11:11:01.000,2025-05-10 11:11:01.000,1
1671640,conversation_resolved,1,2,1,102394,2025-04-23 00:17:25.000,2025-04-23 00:17:25.000,2
1671465,conversation_created,5,2,1,102335,2025-05-01 18:10:48.000,2025-05-01 18:10:48.000,2
1677833,conversation_created,2,2,1,104671,2025-05-01 16:44:07.000,2025-05-01 16:44:07.000,1
1667250,conversation_assignment_changed,1,118,,100807,2025-05-02 14:23:49.000,2025-05-02 14:23:49.000,2
1674357,conversation_assignment_changed,1,2,,103407,2025-03-22 14:29:26.000,2025-03-22 14:29:26.000,2
1665381,conversation_resolved,1,118,10,100138,2025-02-11 14:02:37.000,2025-02-11 14:02:37.000,1
1675331,conversation_resolved,1,118,1,103756,2025-02-25 23:26:36.000,2025-02-25 23:26:36.000,3
1665939,conversation_assignment_changed,1,117,14,100336,2025-01-27 13:07:56.000,2025-01-27 13:07:56.000,1
1668128,conversation_created,1,117,1,101130,2025-05-03 09:35:03.000,2025-05-03 09:35:03.000,3
1676128,conversation_assignment_changed,1,118,10,104037,2025-04-16 15:28:07.000,2025-04-16 15:28:07.000,3
1673575,conversation_resolved,1,118,12,103112,2025-01-08 12:04:43.000,2025-01-08 12:04:43.000,3
1669885,conversation_assignment_changed,1,6,,101770,2025-05-10 14:01:53.000,2025-05-10 14:01:53.000,3
1670392,conversation_created,1,118,1,101948,2025-05-08 19:34:50.000,2025-05-08 19:34:50.000,3
1666774,conversation_created,1,117,1,100636,2025-04-10 16:52:31.000,2025-04-10 16:52:31.000,1
1670823,conversation_assignment_changed,1,6,11,102100,2025-01-16 01:48:34.000,2025-01-16 01:48:34.000,3
1672155,conversation_created,2,6,1,102584,2025-01-08 02:30:11.000,2025-01-08 02:30:11.000,1
1669382,conversation_created,1,117,1,101581,2025-02-23 03:32:35.000,2025-02-23 03:32:35.000,2
1669870,conversation_created,2,2,1,101764,2025-03-29 00:06:55.000,2025-03-29 00:06:55.000,1
1666726,conversation_created,1,118,1,100619,2025-03-02 08:42:32.000,2025-03-02 08:42:32.000,2
1676480,conversation_resolved,2,117,15,104165,2025-05-15 09:11:35.000,2025-05-15 09:11:35.000,1
1676912,conversation_resolved,1,117,1,104325,2025-03-01 07:52:32.000,2025-03-01 07:52:32.000,3
1669915,conversation_created,1,6,1,101783,2025-05-26 18:00:08.000,2025-05-26 18:00:08.000,2
1671038,conversation_assignment_changed,5,118,14,102182,2025-05-17 16:22:59.000,2025-05-17 16:22:59.000,2
1669792,conversation_resolved,1,2,11,101735,2025-01-11 07:02:07.000,2025-01-11 07:02:07.000,1
1666101,conversation_created,1,2,1,100394,2025-01-14 12:44:33.000,2025-01-14 12:44:33.000,1
1674755,conversation_created,5,118,1,103552,2025-04-21 17:10:51.000,2025-04-21 17:10:51.000,2
1674747,conversation_resolved,1,2,1,103548,2025-04-22 03:08:09.000,2025-04-22 03:08:09.000,2
1670815,conversation_assignment_changed,2,2,,102097,2025-02-11 20:04:07.000,2025-02-11 20:04:07.000,1
1665160,conversation_resolved,1,117,1,100060,2025-05-10 05:42:44.000,2025-05-10 05:42:44.000,3
1674729,conversation_created,1,117,1,103542,2025-02-08 20:51:22.000,2025-02-08 20:51:22.000,3
1674737,conversation_resolved,1,6,13,103543,2025-03-09 04:03:44.000,2025-03-09 04:03:44.000,3
1665402,conversation_resolved,1,6,10,100144,2025-05-17 15:43:35.000,2025-05-17 15:43:35.000,3
1665132,conversation_assignment_changed,1,6,,100050,2025-05-09 05:13:53.000,2025-05-09 05:13:53.000,2
1676916,conversation_resolved,2,2,1,104327,2025-05-04 17:45:18.000,2025-05-04 17:45:18.000,1
1670555,conversation_resolved,1,6,1,102000,2025-02-17 18:22:19.000,2025-02-17 18:22:19.000,2
1674527,conversation_assignment_changed,1,117,,103471,2025-04-23 17:29:19.000,2025-04-23 17:29:19.000,3
1665645,conversation_resolved,1,6,1,100229,2025-03-13 08:54:41.000,2025-03-13 08:54:41.000,1
1675251,conversation_assignment_changed,1,118,,103729,2025-03-10 23:33:30.000,2025-03-10 23:33:30.000,1
1675441,conversation_assignment_changed,1,118,12,103792,2025-01-28 06:05:45.000,2025-01-28 06:05:45.000,1
1674135,conversation_resolved,5,6,12,103319,2025-03-11 09:48:11.000,2025-03-11 09:48:11.000,2
1673675,conversation_resolved,1,118,13,103145,2025-04-16 07:55:40.000,2025-04-16 07:55:40.000,2
